Date,Open,High,Low,Close,Volume,Range,MA50,MA200,Month,Day_of_Week,Prev_Close
2004-07-23,72.49662766791519,72.49662766791519,71.21399615913491,72.02261352539062,42576,1.282631508780284,64.38219367980957,42.768491668701174,7,4,71.25117492675781
2004-07-26,72.12482606357793,72.40365915402991,71.47421551918998,72.07835388183594,29512,0.9294436348399273,64.71530639648438,42.97650116920471,7,0,72.02261352539062
2004-07-27,72.07835388183594,72.07835388183594,72.07835388183594,72.07835388183594,0,0.0,64.96662811279298,43.1874848651886,7,1,72.07835388183594
2004-07-28,74.72727340669933,76.58616080487593,73.61194096779337,75.14552307128906,182768,2.9742198370825577,65.19731643676758,43.40943603515625,7,2,72.07835388183594
2004-07-29,75.47083366370899,75.81472899108651,73.61194613504621,74.5506820678711,93344,2.202782856040301,65.44640754699707,43.63315312385559,7,3,75.14552307128906
2004-07-30,76.0284952894511,76.0284952894511,74.3554966156001,74.45773315429688,73272,1.6729986738509979,65.73416305541993,43.85766021728516,7,4,74.5506820678711
2004-08-02,74.21609313871647,74.91317604233622,74.16962094514182,74.37409973144531,99528,0.7435550971944025,65.88938064575196,44.084165773391724,8,0,74.45773315429688
2004-08-03,74.54139395145582,74.86669928665545,74.0116098424129,74.2811508178711,25104,0.8550894442425516,66.09608894348145,44.31266948699951,8,1,74.37409973144531
2004-08-04,70.63771893386021,74.48561799756482,70.63771893386021,74.31831359863281,43656,3.8478990637046024,66.2927596282959,44.546192207336425,8,2,74.2811508178711
2004-08-05,74.16961263437017,74.87598762840481,73.05428011355257,73.50041198730469,44048,1.8217075148522497,66.46916831970215,44.77455652236939,8,3,74.31831359863281
2004-08-06,73.07287493717548,74.28115191432354,72.49661862888372,72.5430908203125,32392,1.7845332854398208,66.68349784851074,44.995950078964235,8,4,73.50041198730469
2004-08-09,72.5059076538279,73.42605927336552,70.87938102435461,73.2215805053711,19040,2.5466782490109097,66.96995239257812,45.21901662826538,8,0,72.5430908203125
2004-08-10,75.26633933463009,75.37787369785758,73.14720912480138,75.24774932861328,50656,2.2306645730562025,67.2835457611084,45.45741885185242,8,1,73.2215805053711
2004-08-11,75.51730751964013,81.04749803953993,74.72728030251159,79.03990173339844,271960,6.320217737028344,67.67465591430664,45.7159436416626,8,2,75.24774932861328
2004-08-12,79.03990173339844,79.03990173339844,79.03990173339844,79.03990173339844,0,0.0,68.08546997070313,45.97446843147278,8,3,79.03990173339844
2004-08-13,81.79105488738122,83.09227621513502,78.07327966522753,79.46744537353516,119976,5.0189965499074845,68.50799499511719,46.23145964622498,8,4,79.03990173339844
2004-08-16,77.88736733962048,78.87257520627075,75.6845850523621,76.1400146484375,39776,3.1879901539086575,68.85263229370118,46.47269664764404,8,0,79.46744537353516
2004-08-17,77.32972491120178,78.71459845580472,75.8426148167556,76.14933013916016,74976,2.8719836390491196,69.22348098754883,46.71458439826965,8,1,76.1400146484375
2004-08-18,76.86495966093797,77.68286861707254,75.84257204755185,76.16787719726562,21432,1.8402965695206888,69.55826583862304,46.95280066490173,8,2,76.14933013916016
2004-08-19,76.95795568517737,77.60856642164626,76.67912251240499,77.37620544433594,19856,0.9294439092412716,69.80847259521484,47.200683450698854,8,3,76.16787719726562
2004-08-20,76.40028055596142,77.49702310819953,76.14003742586885,76.37239837646484,22184,1.3569856823306736,69.94379943847656,47.443407697677614,8,4,77.37620544433594
2004-08-23,72.58024573711823,81.60513992172727,72.58024573711823,79.56965637207031,108624,9.024894184609039,70.25107330322265,47.69919052124023,8,0,76.37239837646484
2004-08-24,81.75388909953554,86.57770555926656,80.6757363665522,85.63896942138672,455456,5.901969192714361,70.67285568237304,47.98634230613708,8,1,79.56965637207031
2004-08-25,111.41242437423156,111.41242437423156,90.99254851536516,91.82440185546876,136928,20.419875858866405,71.23173110961915,48.304421253204346,8,2,85.63896942138672
2004-08-26,92.20082299580248,92.66554488590228,90.6486507482942,90.99254608154295,40443200,2.0168941376080767,71.77025131225587,48.61806208610535,8,3,91.82440185546876
2004-08-27,91.30855793800583,91.30855793800583,89.09276150144275,89.47383117675781,30646000,2.215796436563082,72.23657180786132,48.924109344482424,8,4,90.99254608154295
2004-08-30,90.14675011798772,92.01492975600534,89.69132041873249,91.71379089355467,24465208,2.323609337272856,72.76181961059571,49.23838218688965,8,0,89.47383117675781
2004-08-31,91.68960155040172,92.01490677637882,90.71368587247044,91.83831024169922,21194656,1.301220903908387,73.32004272460938,49.55104692459106,8,1,91.71379089355467
2004-09-01,92.01495942048793,92.4796814377631,91.4201129692252,91.8197784423828,19935544,1.059568468537904,73.90280464172363,49.86891682624817,9,2,91.83831024169922
2004-09-02,92.00566686632033,93.37194505312132,91.64318142520403,92.35513305664062,21356352,1.7287636279172887,74.47545387268066,50.1901141166687,9,3,91.8197784423828
2004-09-03,93.50204436826417,102.2388159096328,92.04839293329547,92.74547576904295,9869856,10.19042297633733,75.05590995788575,50.51572615623474,9,4,92.35513305664062
2004-09-06,96.65285480736708,96.65285480736708,92.28446931905452,92.46663665771484,9038672,4.368385488312555,75.56907402038574,50.842778816223145,9,0,92.74547576904295
2004-09-07,96.19740242712228,96.19740242712228,92.47962842027697,92.53539276123048,5772232,3.7177740068453176,76.09272193908691,51.17217359542847,9,1,92.46663665771484
2004-09-08,92.5725966094624,93.0187284705958,92.11716690719382,92.35882568359376,6593984,0.9015615634019838,76.64239479064942,51.499523658752445,9,2,92.53539276123048
2004-09-09,92.6655497218583,92.7492019355917,90.94236290567476,91.08177947998048,7947184,1.8068390299169437,77.15016944885254,51.81821140289307,9,3,92.35882568359376
2004-09-10,92.0149157133987,92.0149157133987,90.71369468310822,91.90338134765624,6415072,1.3012210302904776,77.62846092224122,52.13886940956116,9,4,91.08177947998048
2004-09-13,92.1078640377575,94.38500093879186,92.1078640377575,93.26966857910156,20904912,2.2771369010343676,78.17962074279785,52.46779945373535,9,0,91.90338134765624
2004-09-14,93.40910248403104,94.69173380147562,93.21949798988048,94.39988708496094,15335472,1.4722358115951408,78.74093086242675,52.801358251571656,9,1,93.26966857910156
2004-09-15,94.61736221833344,94.80325094567792,93.0558980432147,93.51132202148438,11988288,1.74735290246322,79.3008275604248,53.131961278915405,9,2,94.39988708496094
2004-09-16,93.59499678591922,94.33855187458592,93.1767470485442,93.73069763183594,7358224,1.1618048260417169,79.91976295471191,53.463661184310915,9,3,93.51132202148438
2004-09-17,94.05969208493472,95.72339839392636,93.90168553875488,95.22149658203124,14627896,1.8217128551714836,80.55085510253906,53.79858624458313,9,4,93.73069763183594
2004-09-20,95.95576350981536,96.37401314714876,94.81811973105458,95.07279205322266,8552224,1.5558934160941789,81.15406387329102,54.13523070335388,9,0,95.22149658203124
2004-09-21,95.25500168443116,97.45220878329592,94.9891820472374,97.20126342773438,13897080,2.4630267360585094,81.78441314697265,54.484608812332155,9,1,95.07279205322266
2004-09-22,97.44287859960528,98.14925353391946,96.39260269299795,97.7830581665039,15371584,1.756650840921509,82.3925666809082,54.836198806762695,9,2,97.20126342773438
2004-09-23,97.40569089170592,97.49863525324382,95.4538592994103,95.7568588256836,15819680,2.044775953833522,82.95592102050782,55.17881956100464,9,3,97.7830581665039
2004-09-24,95.64904654681114,96.66214242405904,95.36092127604287,95.62117004394533,8083208,1.3012211480161682,83.47083297729492,55.51890301704407,9,4,95.7568588256836
2004-09-27,95.5003301890346,95.96505199044113,94.33852568551838,94.87388610839844,8229512,1.6265263049227485,83.9494221496582,55.85227583885193,9,0,95.62117004394533
2004-09-28,94.43146733850452,95.49103528448356,94.1061620868463,94.39057159423828,6339416,1.384873197637262,84.3919483947754,56.18179145812988,9,1,94.87388610839844
2004-09-29,94.73447945090165,96.01153418673228,94.44634850024696,95.82564544677734,11737176,1.5651856864853215,84.8760026550293,56.51848244667053,9,2,94.39057159423828
2004-09-30,96.25320016315248,96.74580992826893,94.86461086290936,95.46317291259766,12521432,1.8811990653595672,85.3602426147461,56.84866735458374,9,3,95.82564544677734
2004-10-01,95.63975251311992,98.19200117014852,95.394378025649,97.3778076171875,10968888,2.7976231444995108,85.86734649658203,57.175692052841185,10,4,95.46317291259766
2004-10-04,98.24218106480238,100.47284553552636,98.00609877767864,100.05459594726562,15129824,2.466746757847716,86.42687133789063,57.51856367111206,10,0,97.3778076171875
2004-10-05,100.4077852552714,101.2163965572375,99.9616478395858,100.44495391845705,14341288,1.254748717651708,86.99420333862305,57.86366600036621,10,1,100.05459594726562
2004-10-06,100.47285351184084,102.49904510523513,99.92076945746614,100.52861785888672,17670664,2.57827564776899,87.501865234375,58.21011604309082,10,2,100.44495391845705
2004-10-07,100.65871775904448,102.23877150041452,100.65871775904448,101.96923065185548,10080128,1.5800537413700368,88.05023620605469,58.56706874847412,10,3,100.52861785888672
2004-10-08,102.05294297593812,103.26122007856765,101.77410979840823,102.05852508544922,8558920,1.4871102801594134,88.60225204467774,58.91824062347412,10,4,101.96923065185548
2004-10-11,102.2388164133406,103.3076767667528,100.84465073497688,101.24431610107422,9332056,2.463026031775925,89.1396563720703,59.265341453552246,10,0,102.05852508544922
2004-10-12,103.16825171636408,103.6329735709423,100.16243393776172,100.79444885253906,15600512,3.4705396331805787,89.66992233276368,59.593137645721434,10,1,101.24431610107422
2004-10-14,102.51762300673344,104.46945445110462,101.12903979655336,103.7444839477539,19225984,3.3404146545512674,90.2584457397461,59.92559947967529,10,3,100.79444885253906
2004-10-15,104.25573004528113,106.04956152257022,103.84306235087384,104.6553955078125,17799744,2.206499171696379,90.88154541015625,60.268843231201174,10,4,103.7444839477539
2004-10-18,105.39888195150634,106.14243667426828,104.58654932454849,105.7018814086914,13693344,1.5558873497197965,91.54472122192382,60.612765083312986,10,0,104.6553955078125
2004-10-19,105.9714698550942,106.76520716299216,105.59411021786832,106.25401306152344,11767128,1.1710969451238356,92.20536987304688,60.95461448669434,10,1,105.7018814086914
2004-10-20,106.4027362501044,106.87675034340216,104.93421043206423,105.33015441894533,7206832,1.9425399113379314,92.80701797485352,61.300953197479245,10,2,106.25401306152344
2004-10-21,105.70192374422416,105.86364605353802,104.2835916348285,104.6144790649414,6413520,1.5800544187095227,93.31850952148437,61.63957740783692,10,3,105.33015441894533
2004-10-22,104.6144790649414,104.6144790649414,104.6144790649414,104.6144790649414,0,0.0,93.83000106811524,61.96951141357422,10,4,104.6144790649414
2004-10-25,104.56242950716852,104.74831827073682,103.2389024182222,103.85233306884766,9390272,1.5094158525146213,94.31769882202148,62.294054660797116,10,0,104.6144790649414
2004-10-26,103.68867880572304,106.04574534676068,103.68867880572304,105.69627380371094,6932760,2.3570665410376392,94.90882400512696,62.62702754974365,10,1,103.85233306884766
2004-10-27,106.16665879814715,106.70015868390664,105.51046596515866,105.9473114013672,7837656,1.1896927187479776,95.5047836303711,62.96966707229614,10,2,105.69627380371094
2004-10-28,106.70209173119028,109.4791463544676,106.70209173119028,108.65534210205078,18591416,2.7770546232773228,96.1545329284668,63.32928567886353,10,3,105.9473114013672
2004-10-29,108.8417714840342,108.8417714840342,106.71705445517765,107.75145721435548,8661776,2.1247170288565513,96.76203796386719,63.686104412078855,10,4,108.65534210205078
2004-11-01,107.16809019549122,109.44750523890704,106.45053448967523,109.09339141845705,6137568,2.9969707492318065,97.41645782470704,64.03425050735474,11,0,107.75145721435548
2004-11-02,105.30428627915737,109.94140337085032,104.83833810978057,108.07201385498048,8864040,5.103065261069759,97.98650497436523,64.37566314697266,11,1,109.09339141845705
2004-11-03,108.1931607746687,110.33652227149676,108.1931607746687,109.51644897460938,8978136,2.1433614968280637,98.46405456542969,64.73136173248291,11,2,108.07201385498048
2004-11-04,110.12780114445437,110.6999869576816,108.81754921166224,109.06916809082033,6555808,1.882437746019363,98.80894989013672,65.07692365646362,11,3,109.51644897460938
2004-11-05,109.40084563280207,109.96371438734204,108.09992261806504,108.60873413085938,5023848,1.8637917692770003,99.16127365112305,65.42018341064453,11,4,109.06916809082033
2004-11-08,108.56587131141568,110.79310476624556,107.72716500943908,110.35138702392578,10291728,3.065939756806486,99.57882476806641,65.76648679733276,11,0,108.60873413085938
2004-11-09,110.61606852403088,111.63183756151996,109.68417241178123,110.7465362548828,7338712,1.9476651497387252,99.95947967529297,66.11941314697266,11,1,110.35138702392578
2004-11-10,110.98882519434146,111.73434207222115,110.90495227044303,111.30194091796876,5734392,0.8293898017781203,100.34875228881836,66.46345199584961,11,2,110.7465362548828
2004-11-11,111.73435782164914,112.14439443741632,110.99815752583544,111.47901916503906,5235128,1.1462369115808855,100.74193710327148,66.7973622894287,11,3,111.30194091796876
2004-11-12,112.20026544652116,112.57302380348636,110.91424456471836,111.52557373046876,1813408,1.6587792387680054,101.12534591674805,67.12788063049317,11,4,111.47901916503906
2004-11-15,111.52557373046876,111.52557373046876,111.52557373046876,111.52557373046876,0,0.0,101.50094787597656,67.46876224517823,11,0,111.52557373046876
2004-11-16,111.64118209345712,111.64118209345712,110.33652721089584,110.9795379638672,4005504,1.3046548825612803,101.8712059020996,67.8042646598816,11,1,111.52557373046876
2004-11-17,111.0354268402474,112.75011804015205,111.0354268402474,112.3307647705078,5467936,1.7146911999046495,102.26711334228516,68.15302936553955,11,2,110.9795379638672
2004-11-18,112.70912995718412,115.04819884747086,112.43329228355476,114.71643829345705,7472128,2.6149065639160938,102.71426559448243,68.5161854171753,11,3,112.3307647705078
2004-11-19,114.90279101198009,115.27554945808544,112.86193624441616,113.42107391357422,6812760,2.4136132136692794,103.1610514831543,68.86533624649047,11,4,114.71643829345705
2004-11-22,112.55445653048568,114.25050350036229,111.36162453746569,113.9206085205078,4738272,2.888878962896598,103.60139602661133,69.21484699249268,11,0,113.42107391357422
2004-11-23,114.6791444286602,115.74150837487112,114.07900873445315,115.14137268066406,4312792,1.6624996404179626,104.03883010864257,69.58393850326539,11,1,113.9206085205078
2004-11-24,115.4619362224428,116.02107392812049,114.63814318793634,114.9866714477539,3223304,1.3829307401841504,104.45056579589844,69.95016521453857,11,2,115.14137268066406
2004-11-25,114.99600671544222,115.9279030421476,112.63458460876336,113.39873504638672,6310872,3.2933184333842433,104.84831405639649,70.30566400527954,11,3,114.9866714477539
2004-11-26,113.3987350463867,113.3987350463867,113.3987350463867,113.39873504638672,0,0.0,105.2416748046875,70.65693389892579,11,4,113.39873504638672
2004-11-29,113.31858623758578,116.27269285814285,112.34569199370463,115.9185791015625,5281488,3.927000864438213,105.65561645507813,71.0177357673645,11,0,113.39873504638672
2004-11-30,116.31559993926795,119.8418932073934,116.02111745194772,118.78512573242188,10508144,3.8207757554456805,106.12986312866211,71.39779638290405,11,1,115.9185791015625
2004-12-01,119.37591675375192,119.37591675375192,117.13936562019217,117.56431579589844,8481864,2.2365511335597574,106.53712417602539,71.77858446121216,12,2,118.78512573242188
2004-12-02,117.8848663987754,119.0031418112539,115.47125302503882,115.79741668701172,9657704,3.5318887862150774,106.89741134643555,72.1559287261963,12,3,117.56431579589844
2004-12-03,116.41812092574295,117.03690166173683,113.83677177508096,115.25325012207033,9777216,3.2001298866558727,107.28733917236327,72.52966913223267,12,4,115.79741668701172
2004-12-06,115.55518013852912,116.48707675254953,112.61970580436488,113.18444061279295,11473872,3.867370948184643,107.63860458374023,72.90050109863282,12,0,115.25325012207033
2004-12-07,113.31853491578045,114.893441171243,113.22534533114576,113.52914428710938,7863224,1.6680958400972372,108.01170974731446,73.28002744674683,12,1,113.18444061279295
2004-12-08,113.50495651397782,114.3063849662792,111.46038172314395,111.902099609375,7329408,2.846003243135243,108.36194030761719,73.66452373504639,12,2,113.52914428710938
2004-12-09,112.2897752051975,113.4117820134055,112.28045851714572,112.8955078125,3801224,1.1313234962597818,108.70333755493164,74.04176486968994,12,3,111.902099609375
2004-12-10,113.69140767585068,115.1358476914045,113.1322696053137,114.21886444091795,6216808,2.003578086090812,109.07845138549804,74.43092063903809,12,4,112.8955078125
2004-12-13,114.25050901717188,115.70986209731512,114.18154958736348,115.19731903076172,4996232,1.5283125099516468,109.43484161376954,74.8221802330017,12,0,114.21886444091795
2004-12-14,115.74156383849729,115.99317138352176,114.65124930913588,114.9177703857422,3083504,1.3419220743858773,109.73210510253907,75.2165034866333,12,1,115.19731903076172
2004-12-15,115.92794163970764,116.9306633311482,115.36880365752256,116.0677261352539,5772672,1.5618596736256336,110.044560546875,75.60282075881958,12,2,114.9177703857422
2004-12-16,116.34356999790516,117.8849307564761,115.36880970475684,117.6668701171875,4350464,2.516121051719253,110.38732559204101,76.00322160720825,12,3,116.0677261352539
2004-12-17,117.4189141998716,118.79812504392204,116.68271397062423,117.0927505493164,5509752,2.115411073297807,110.68979598999023,76.4042371749878,12,4,117.6668701171875
2004-12-20,117.41889985895628,118.21101148498892,117.09273624823696,117.657470703125,2268424,1.1182752367519555,111.00177490234375,76.80435863494873,12,0,117.0927505493164
2004-12-21,117.88114545706225,119.0031521923453,117.7134109559698,118.60243225097656,3458512,1.289741236375491,111.3489372253418,77.2110173034668,12,1,117.657470703125
2004-12-22,118.82613248837768,118.82613248837768,114.62328112236256,115.5700912475586,6001712,4.202851366015125,111.64445007324218,77.60869512557983,12,2,118.60243225097656
2004-12-23,116.2726608509954,116.2726608509954,114.15726145431948,114.4237823486328,3948912,2.1153993966759117,111.85803604125977,78.00226793289184,12,3,115.5700912475586
2004-12-24,114.89908374177824,118.53721057447255,113.8367310494437,118.16072082519533,6661856,4.700479525028854,112.12814254760742,78.41689548492431,12,4,114.4237823486328
2004-12-27,118.35081586047384,119.74866014229046,117.62393228365484,118.40300750732422,4400504,2.124727858635623,112.38216506958008,78.83273447036743,12,0,118.16072082519533
2004-12-28,118.53720522041336,122.45116954372892,117.99670083501412,122.01876831054688,9614448,4.454468708714799,112.69746017456055,79.2755749130249,12,1,118.40300750732422
2004-12-29,122.72692423505876,124.58513005157296,122.37281071821894,123.03445434570312,6633224,2.212319333354017,113.0515461730957,79.71285173416138,12,2,122.01876831054688
2004-12-30,122.82392958772628,123.75582586684408,120.3879513490299,120.83526611328124,5626792,3.3678745178141725,113.3759619140625,80.14020135879517,12,3,123.03445434570312
2004-12-31,121.14648894963184,124.7622502470177,120.8352388478298,124.45098876953124,4899312,3.9270113991879043,113.7726921081543,80.5855366897583,12,4,120.83526611328124
2005-01-03,124.45098460185623,126.4303308757394,124.45098460185623,126.1097640991211,4734168,1.9793462738831664,114.21784072875977,81.03972360610962,1,0,124.45098876953124
2005-01-04,125.80602323418704,126.1787818215476,124.23671276659212,124.99154663085938,4979104,1.942069054955482,114.60374618530274,81.49138654708862,1,1,126.1097640991211
2005-01-05,124.89275055594884,124.89275055594884,119.31070023935078,123.4762725830078,9604320,5.582050316598057,114.95432540893555,81.93440441131592,1,2,124.99154663085938
2005-01-06,123.01028278276613,125.43321259515396,120.44756855812516,123.05314636230467,8006888,4.9856440370288055,115.24228149414063,82.3793960762024,1,3,123.4762725830078
2005-01-07,123.94218876742832,125.34003300164744,122.32628401786296,124.87035369873048,7623136,3.013748983784481,115.58465942382813,82.8364479637146,1,4,123.05314636230467
2005-01-10,125.68110914305116,126.6819646964396,123.19667082607174,123.70548248291016,7521568,3.4852938703678547,115.87690124511718,83.28511953353882,1,0,124.87035369873048
2005-01-11,123.94224743043368,124.43615717723732,121.2397472984919,122.42884826660156,7986376,3.1964098787454134,116.1640379333496,83.71862470626832,1,1,123.70548248291016
2005-01-12,123.56569458141708,127.47965829473328,119.90706949553388,120.96571350097656,20720032,7.5725887991994085,116.39302322387695,84.14676593780517,1,2,122.42884826660156
2005-01-13,122.0783957951126,124.7529331985176,118.81675926623556,120.48485565185548,27757952,5.936173932282031,116.62133697509766,84.57691781997681,1,3,120.96571350097656
2005-01-14,121.5844715247836,122.81458112032568,119.00312404985674,120.81100463867188,15757776,3.811457070468947,116.86538238525391,85.00800336837769,1,4,120.48485565185548
2005-01-17,122.04115261827518,122.04115261827518,115.57378920263432,117.72274780273438,13651184,6.467363415640861,117.01280960083008,85.42834125518799,1,0,120.81100463867188
2005-01-18,118.78880542485868,119.65547345106376,117.18594849276688,117.77863311767578,6183264,2.469524958296873,117.15345153808593,85.85365230560302,1,1,117.72274780273438
2005-01-19,117.97808809248562,118.69564379364148,116.58956013600658,116.9902801513672,3538488,2.1060836576348976,117.2672183227539,86.28608197212219,1,2,117.77863311767578
2005-01-20,116.95295708522151,116.95295708522151,114.623216904241,115.89990997314452,4536200,2.329740180980508,117.35563613891601,86.7093884754181,1,3,116.9902801513672
2005-01-24,115.89992689293048,116.24100409041024,113.25893622341454,113.75284576416016,3628192,2.982067866995706,117.40018157958984,87.12428329467774,1,0,115.89990997314452
2005-01-25,113.2068126263072,115.5458710053575,112.48924536116094,115.1321029663086,4465928,3.056625644196558,117.47231216430664,87.54407609939575,1,1,113.75284576416016
2005-01-27,115.8589912894764,116.84121406213931,115.11720514846137,115.60738372802734,5455344,1.7240089136779488,117.56486907958984,87.96624530792236,1,3,115.1321029663086
2005-01-28,115.82168579284908,120.66196207734257,115.78813888429131,120.1400909423828,8393816,4.873823193051251,117.72105560302734,88.41154277801513,1,4,115.60738372802734
2005-01-31,120.96012712105848,122.24614843117158,120.23884037016036,121.18378448486328,5853384,2.0073080610112157,117.85040252685548,88.86205871582031,1,0,120.1400909423828
2005-02-01,121.7988789443423,123.01034445794326,119.93508584649469,122.5686264038086,8019840,3.075258611448575,118.03335357666016,89.31982417106629,2,1,121.18378448486328
2005-02-02,122.91708014897884,123.33270211714866,121.42604657628462,121.98145294189452,4870456,1.9066555408640369,118.19457046508789,89.77088952064514,2,2,122.5686264038086
2005-02-03,122.59255115040402,122.85044492964792,121.65815670566008,122.50845336914062,3327616,1.1922882239878447,118.34191207885742,90.22458987236023,2,3,121.98145294189452
2005-02-04,122.40568471257237,123.52695816032112,121.52362174197802,122.0749053955078,2684040,2.003336418343096,118.4836767578125,90.68035146713257,2,4,122.50845336914062
2005-02-07,122.64864894964968,124.33990111552444,121.56475335317973,122.75704193115234,5944216,2.775147762344716,118.67084289550782,91.14175440788269,2,0,122.0749053955078
2005-02-08,122.75703561682492,123.62041538319689,122.21882337204954,122.96633911132812,3284432,1.4015920111473434,118.86219497680663,91.60490092277527,2,1,122.75704193115234
2005-02-09,123.43354248070531,125.54527226613284,123.41111791992586,124.5361328125,5537936,2.1341543462069836,119.03454605102539,92.07733699798584,2,2,122.96633911132812
2005-02-10,124.27447337221956,125.5359059966744,123.62039719657628,124.52302551269533,4376648,1.9155088000981237,119.14930404663086,92.55059051513672,2,3,124.5361328125
2005-02-11,125.02204856132556,129.60058397201684,125.02204856132556,129.1109619140625,10367096,4.5785354106912735,119.38023696899414,93.05342928886414,2,4,124.52302551269533
2005-02-14,129.97992352785064,132.49717754732774,129.97992352785064,131.7178955078125,8875264,2.517254019477093,119.69864654541016,93.56930273056031,2,0,129.1109619140625
2005-02-15,131.74967077883096,132.2168681929403,128.3858493972438,129.0735626220703,3976720,3.831018795696508,119.97505279541015,93.78382696151733,2,1,131.7178955078125
2005-02-16,130.72179559303663,130.72179559303663,127.17109635605637,127.84012603759766,3126832,3.5506992369802646,120.26816650390624,94.00728750228882,2,2,129.0735626220703
2005-02-17,127.84013844049456,129.50709526079802,126.1993360010386,129.12025451660156,4124976,3.307759259759422,120.57998870849609,94.2398440361023,2,3,127.84012603759766
2005-02-18,128.94646062677558,130.0677341974432,126.61047402121804,128.47926330566406,2545144,3.4572601762251622,120.91153198242188,94.49071226119995,2,4,129.12025451660156
2005-02-21,128.10547305059916,128.55398692790982,125.68538925804953,127.59716796875,1777152,2.868597669860293,121.20556518554687,94.76268312454224,2,0,128.47926330566406
2005-02-22,127.51686502947676,128.0083576500788,126.23674860315587,127.4010009765625,2139040,1.7716090469229329,121.46920791625976,95.04343225479126,2,1,127.59716796875
2005-02-23,127.40094077782466,129.1426533842517,126.6254002356548,128.47549438476562,5166816,2.5172531485969074,121.73477142333985,95.35478830337524,2,2,127.4010009765625
2005-02-24,128.47554088387662,130.43216948232669,127.189812755473,127.82146453857422,10806440,3.2423567268536857,121.99284530639649,95.71678203582763,2,3,128.47549438476562
